,id,TotalPop,DemPct,RepPct,WhitePct,MinorityPct,BlackPct,HispanicPct,PacificPct,AsianPct,NativePct,TotalVAP,Margin,Majority
136,8,449829,0.5738738,0.41138865,0.7438152,0.2561848,0.04476865,0.12049294,0.00091723,0.06307003,0.00967543,347788,0.16248515,White
137,1,495264,0.69539868,0.28995062,0.55924015,0.44075985,0.26509226,0.09963168,0.00119124,0.06921935,0.01681485,392867,0.40544806,White
138,2,494684,0.48486625,0.50143475,0.68987857,0.31012143,0.18995536,0.07362623,0.00150764,0.02734747,0.02309075,390676,-0.0165685,White
139,1,478960,0.36496397,0.6150775,0.70719419,0.29280581,0.15970505,0.0569219,0.00359961,0.04196278,0.03140464,378097,-0.25011353,White
140,2,478922,0.24998173,0.73248324,0.77128263,0.22871737,0.08840629,0.07109676,0.00341855,0.03541222,0.03219197,378231,-0.48250151,White
141,3,479397,0.5571591,0.42990534,0.57212228,0.42787772,0.31146891,0.07088174,0.00153319,0.03094359,0.01800208,386122,0.12725376,White
142,4,478266,0.24861643,0.74001174,0.77411519,0.22588481,0.1272983,0.0585453,0.0017806,0.01330088,0.02444203,382456,-0.49139531,White
143,5,478219,0.53510595,0.45113484,0.63149571,0.36850429,0.16787525,0.12989896,0.00160184,0.05521004,0.01795077,393298,0.0839711100000001,White
144,6,478428,0.59893571,0.38570845,0.42765481,0.57234519,0.43951754,0.08488633,0.00245483,0.03767519,0.01929532,367032,0.21322726,Black
145,7,479121,0.44249103,0.54119181,0.61307698,0.38692302,0.16780507,0.12139971,0.00330463,0.08163483,0.01904457,384309,-0.09870078,White
146,8,479252,0.34109255,0.64488236,0.75220371,0.24779629,0.09328998,0.08396016,0.00259405,0.04747635,0.02101538,365066,-0.30378981,White
147,9,478673,0.33318795,0.65697942,0.75847125,0.24152875,0.09236138,0.10841352,0.00170888,0.017371,0.02223334,389730,-0.32379147,White
148,10,478600,0.41117519,0.57725847,0.75590278,0.24409722,0.11109917,0.08477101,0.00162473,0.02768293,0.01855444,400066,-0.16608328,White
149,11,478378,0.40146208,0.58544653,0.74028123,0.25971877,0.08783101,0.12507141,0.00237167,0.02607057,0.02247735,392128,-0.18398445,White
150,12,478735,0.41538396,0.57159032,0.7357698,0.2642302,0.09994879,0.11308474,0.00171799,0.03180934,0.01847157,396393,-0.15620636,White
151,13,479033,0.50666662,0.47896587,0.59331945,0.40668055,0.12682435,0.20840508,0.00214372,0.06284175,0.01832243,376915,0.0277007499999999,White
152,14,478809,0.57078508,0.41792814,0.32778953,0.67221047,0.14083983,0.50405733,0.00281174,0.03636793,0.02015762,368099,0.15285694,Hispanic
153,15,477737,0.57894785,0.40898939,0.37189617,0.62810383,0.11103446,0.41808615,0.00321129,0.08501837,0.01655743,365274,0.16995846,Hispanic
154,16,478135,0.58570916,0.39844317,0.51401119,0.48598881,0.1165681,0.29909685,0.00267893,0.06727321,0.01905758,390081,0.18726599,White
155,17,477657,0.66825146,0.31969929,0.29549647,0.70450353,0.40170493,0.23916934,0.00264606,0.04781625,0.01728059,363182,0.34855217,Black
156,18,478675,0.39407341,0.59693198,0.68276852,0.31723148,0.1143924,0.16184105,0.00159318,0.02587034,0.01810296,397946,-0.20285857,White
157,19,478953,0.32006226,0.6692333,0.79951938,0.20048062,0.05215951,0.10799804,0.00141967,0.01735372,0.02177663,396572,-0.34917104,White
158,20,477835,0.39877627,0.58794434,0.72903866,0.27096134,0.06762157,0.14494521,0.0017525,0.03943382,0.02087952,378888,-0.18916807,White
159,21,479601,0.44154554,0.54583107,0.79836832,0.20163168,0.05677047,0.09323262,0.00176991,0.03142395,0.01771639,405105,-0.10428553,White
160,22,479506,0.55214095,0.43367674,0.69389604,0.30610396,0.14097221,0.09333212,0.00177771,0.05208189,0.0179104,405016,0.11846421,White
161,23,478391,0.58926751,0.39547474,0.42408429,0.57591571,0.18756198,0.34039286,0.00213426,0.05004047,0.01641294,384209,0.19379277,Minority
162,24,477697,0.55594444,0.43007326,0.47764445,0.52235555,0.19326088,0.24139975,0.00224762,0.08343034,0.01700202,372838,0.12587118,Minority
163,25,479404,0.45608819,0.52961419,0.56091629,0.43908371,0.14537877,0.24365137,0.00224223,0.04128849,0.02274737,363031,-0.073526,White
164,26,479581,0.38787488,0.59870517,0.61687105,0.38312895,0.14493807,0.20198921,0.00174036,0.02196503,0.02175586,372911,-0.21083029,White
165,27,478846,0.47794373,0.51129014,0.74060099,0.25939901,0.07406481,0.14380142,0.00120654,0.0237047,0.01535306,403633,-0.0333464099999999,White
166,28,478761,0.37409219,0.61625544,0.84375008,0.15624992,0.04266828,0.07043531,0.00120008,0.02320819,0.01493328,405805,-0.24216325,White
167,29,478668,0.35551375,0.63627667,0.62144338,0.37855662,0.10745214,0.24234828,0.00117628,0.01512961,0.0179919,382561,-0.28076292,White
168,30,477844,0.40420648,0.58831353,0.71790783,0.28209217,0.0711852,0.17191846,0.00126173,0.02336707,0.01458502,399451,-0.18410705,White
169,31,478847,0.37204419,0.62016006,0.70672623,0.29327377,0.04959795,0.21363424,0.00094352,0.01852122,0.01187696,403807,-0.24811587,White
170,32,478039,0.44788218,0.54370928,0.64798371,0.35201629,0.15296598,0.16140366,0.00169994,0.02202685,0.01714664,387073,-0.0958270999999999,White
171,33,479275,0.49158754,0.5005041,0.65503518,0.34496482,0.12142264,0.16770739,0.00144461,0.04171927,0.01169743,384187,-0.00891656000000002,White
172,34,478489,0.62809007,0.36262862,0.37546669,0.62453331,0.26602148,0.32519892,0.00191094,0.03379733,0.01665511,373639,0.26546145,Minority
173,35,479312,0.58007061,0.41232569,0.65634905,0.34365095,0.14763505,0.15144743,0.00134439,0.02921839,0.01336048,407620,0.16774492,White
174,36,478007,0.62090819,0.37141653,0.43873025,0.56126975,0.20548166,0.26692546,0.00172999,0.05676016,0.01029821,379192,0.24949166,Minority
175,37,478466,0.74922163,0.24325979,0.26204962,0.73795038,0.52560218,0.17553798,0.00196478,0.02545402,0.01117735,374597,0.50596184,Black
176,38,478383,0.59589055,0.39613912,0.27651446,0.72348554,0.17473621,0.47897204,0.00160653,0.07315506,0.01243911,370364,0.19975143,Hispanic
177,39,478322,0.58943957,0.40252585,0.52185253,0.47814747,0.14392303,0.2887831,0.00194172,0.03822063,0.01278781,399130,0.18691372,White
178,40,477888,0.81537639,0.17745449,0.0507903,0.9492097,0.58618499,0.3720029,0.00140486,0.0180452,0.00846684,371567,0.6379219,Black
179,41,478454,0.61740798,0.37474963,0.26739146,0.73260854,0.16271571,0.55092217,0.00099619,0.02468923,0.01083386,394504,0.24265835,Hispanic
180,42,478774,0.39052515,0.60281439,0.06618594,0.93381406,0.03226351,0.88843248,0.00060836,0.0214664,0.00633154,391216,-0.21228924,Hispanic
181,43,478641,0.36366954,0.63066881,0.04433911,0.95566089,0.03763847,0.92870967,0.00068544,0.01004213,0.00530709,396828,-0.26699927,Hispanic
182,44,478226,0.552433,0.43971075,0.22580744,0.77419256,0.09737222,0.64520914,0.00105798,0.0330483,0.0091196,390368,0.11272225,Hispanic
183,45,478969,0.51045125,0.48120627,0.21653907,0.78346093,0.13640655,0.63315852,0.00120317,0.02464889,0.01484545,370686,0.02924498,Hispanic
